FPR,TPR,Thresholds
0.0,0.0,inf
0.0006544502617801048,0.0,0.7486596281422406
0.0006544502617801048,0.0018832391713747645,0.7451247852361632
0.001963350785340314,0.0018832391713747645,0.7373374510919332
0.001963350785340314,0.003766478342749529,0.7188679940770124
0.002617801047120419,0.003766478342749529,0.7179025032848851
0.002617801047120419,0.009416195856873822,0.708037738675352
0.0032722513089005235,0.009416195856873822,0.7053657542889095
0.0032722513089005235,0.011299435028248588,0.7039165671665231
0.003926701570680628,0.011299435028248588,0.6898122954072278
0.003926701570680628,0.013182674199623353,0.6814227621708641
0.006544502617801047,0.013182674199623353,0.6662698352910876
0.006544502617801047,0.01694915254237288,0.656715065561243
0.007198952879581152,0.01694915254237288,0.6507333462241653
0.007198952879581152,0.018832391713747645,0.6452914213012217
0.007853403141361256,0.018832391713747645,0.6431397195968753
0.007853403141361256,0.02824858757062147,0.6315190334009092
0.008507853403141362,0.02824858757062147,0.6293559419425493
0.008507853403141362,0.030131826741996232,0.6265861383385044
0.009162303664921465,0.030131826741996232,0.6173410111623099
0.009162303664921465,0.032015065913371,0.6123670071305815
0.010471204188481676,0.032015065913371,0.6115378082427264
0.010471204188481676,0.03389830508474576,0.6112645182466167
0.01112565445026178,0.03389830508474576,0.6100365782937738
0.01112565445026178,0.03766478342749529,0.6033633820442056
0.011780104712041885,0.03766478342749529,0.600738231758872
0.011780104712041885,0.03954802259887006,0.5980168403521143
0.012434554973821989,0.03954802259887006,0.594941753840258
0.012434554973821989,0.04143126177024482,0.5939171989270814
0.013089005235602094,0.04143126177024482,0.5928931045369913
0.013089005235602094,0.047080979284369114,0.5915813100176717
0.015052356020942409,0.047080979284369114,0.586343593989019
0.015052356020942409,0.04896421845574388,0.5857448501699055
0.015706806282722512,0.04896421845574388,0.5806391342300978
0.015706806282722512,0.062146892655367235,0.5640442403791543
0.016361256544502618,0.062146892655367235,0.5633152666777829
0.016361256544502618,0.06591337099811675,0.5584253002360089
0.01767015706806283,0.06591337099811675,0.5562328561427387
0.01767015706806283,0.07344632768361582,0.5455516660594133
0.018979057591623036,0.07344632768361582,0.54263645052439
0.018979057591623036,0.07721280602636535,0.5414841345467536
0.01963350785340314,0.07721280602636535,0.540942999697271
0.01963350785340314,0.07909604519774012,0.5349854872863302
0.020942408376963352,0.07909604519774012,0.5341166922679239
0.020942408376963352,0.08097928436911488,0.5297865947675985
0.021596858638743454,0.08097928436911488,0.5278927214636981
0.021596858638743454,0.08851224105461393,0.5247400367732531
0.024214659685863876,0.08851224105461393,0.5184044575666001
0.024214659685863876,0.0903954802259887,0.5179854775060823
0.024869109947643978,0.09227871939736347,0.5178875255070082
0.026832460732984294,0.09227871939736347,0.5149606156050818
0.026832460732984294,0.09981167608286252,0.512928707626908
0.0274869109947644,0.09981167608286252,0.5118669107355529
0.0274869109947644,0.1016949152542373,0.5095469217858566
0.0281413612565445,0.1016949152542373,0.5065837293772104
0.0281413612565445,0.10357815442561205,0.5060035570174035
0.028795811518324606,0.10357815442561205,0.5054233684884382
0.028795811518324606,0.10546139359698682,0.503522001137859
0.029450261780104712,0.10546139359698682,0.5026557403330228
0.029450261780104712,0.10734463276836158,0.5024595890412248
0.030104712041884817,0.10734463276836158,0.5019774124230052
0.030104712041884817,0.10922787193973635,0.5006561649157998
0.031413612565445025,0.10922787193973635,0.49801366086226834
0.031413612565445025,0.11299435028248588,0.4969512376872689
0.03206806282722513,0.11299435028248588,0.4955946287518473
0.03206806282722513,0.11487758945386065,0.4949517714335904
0.03337696335078534,0.11487758945386065,0.49388945361765
0.03337696335078534,0.11864406779661017,0.4915688911500403
0.03468586387434555,0.11864406779661017,0.4905406626609306
0.03468586387434555,0.12052730696798493,0.48998936547283056
0.03534031413612566,0.12052730696798493,0.4885080656145253
0.03534031413612566,0.12429378531073447,0.48174714030827503
0.03599476439790576,0.12429378531073447,0.4816845735844899
