FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.0018832391713747645,0.5722630029251661
0.0,0.005649717514124294,0.5646755537455598
0.0006544502617801048,0.005649717514124294,0.5642099227617685
0.0006544502617801048,0.007532956685499058,0.5641267697865883
0.0013089005235602095,0.007532956685499058,0.562891592769389
0.0013089005235602095,0.009416195856873822,0.5619116644826019
0.003926701570680628,0.009416195856873822,0.5610560910547517
0.003926701570680628,0.011299435028248588,0.5603497958954243
0.004581151832460733,0.011299435028248588,0.5598450719701811
0.004581151832460733,0.015065913370998116,0.5581629948896311
0.0058900523560209425,0.015065913370998116,0.5563080040271471
0.0058900523560209425,0.022598870056497175,0.5488900662907312
0.006544502617801047,0.022598870056497175,0.5468282114192041
0.006544502617801047,0.02448210922787194,0.544152725370229
0.007853403141361256,0.02448210922787194,0.5391417603111958
0.007853403141361256,0.026365348399246705,0.5376515516963403
0.009162303664921465,0.026365348399246705,0.5366751107959974
0.009162303664921465,0.03954802259887006,0.5216776004512018
0.010471204188481676,0.03954802259887006,0.5170056384781981
0.010471204188481676,0.04143126177024482,0.5153760450361944
0.01112565445026178,0.04143126177024482,0.5136624963557908
0.01112565445026178,0.04519774011299435,0.5086631976048877
0.012434554973821989,0.04519774011299435,0.5053557656761711
0.012434554973821989,0.04896421845574388,0.5
0.012434554973821989,0.054613935969868174,0.4870435483807955
0.013089005235602094,0.054613935969868174,0.46392819408910063
0.013089005235602094,0.05649717514124294,0.4556277916585418
0.014397905759162303,0.05649717514124294,0.4528807108251806
0.014397905759162303,0.0583804143126177,0.4454291842989988
0.015706806282722512,0.0583804143126177,0.4413484741006734
0.015706806282722512,0.0696798493408663,0.42289233535778176
0.01832460732984293,0.0696798493408663,0.4099081861556981
0.01832460732984293,0.07156308851224105,0.40900428754793045
0.018979057591623036,0.07156308851224105,0.4061191076691848
0.018979057591623036,0.07344632768361582,0.4056199126060705
0.01963350785340314,0.07344632768361582,0.3953947903981378
0.01963350785340314,0.07532956685499058,0.3934931067501679
0.02225130890052356,0.07532956685499058,0.38096168691305826
0.02225130890052356,0.07721280602636535,0.3698033634971625
0.024214659685863876,0.07721280602636535,0.35466150195429386
0.024214659685863876,0.08097928436911488,0.34399495114618034
0.025523560209424083,0.08097928436911488,0.33321604209413236
0.025523560209424083,0.08662900188323917,0.30133395095720944
0.0281413612565445,0.08662900188323917,0.2737947463455305
0.0281413612565445,0.09227871939736347,0.26913562059843954
0.030759162303664923,0.09227871939736347,0.263880663482731
0.030759162303664923,0.09416195856873823,0.26387668930966746
0.031413612565445025,0.09416195856873823,0.2628722678533055
0.031413612565445025,0.09792843691148775,0.26166830672403557
0.03206806282722513,0.09792843691148775,0.26105954431058753
0.03206806282722513,0.09981167608286252,0.26011922109419144
0.03337696335078534,0.09981167608286252,0.2598937790820335
0.03337696335078534,0.10357815442561205,0.25917606690385986
0.03599476439790576,0.10357815442561205,0.2578961741530378
0.03599476439790576,0.10734463276836158,0.25757711099808706
0.03664921465968586,0.10734463276836158,0.2572646548409175
0.03664921465968586,0.11487758945386065,0.25672216661165476
0.037303664921465966,0.11487758945386065,0.2561957214771459
0.037303664921465966,0.1167608286252354,0.2559293558458897
0.03795811518324607,0.1167608286252354,0.2559148544714139
0.03795811518324607,0.1224105461393597,0.2557451860668785
0.03861256544502618,0.1224105461393597,0.25546285027936605
0.03861256544502618,0.12429378531073447,0.2551949157351374
0.03926701570680628,0.12429378531073447,0.25514321529148326
0.03926701570680628,0.12617702448210924,0.2551076482484959
0.03992146596858639,0.12617702448210924,0.2550103646990757
0.03992146596858639,0.128060263653484,0.2545043919378422
0.04057591623036649,0.128060263653484,0.2544984308139332
0.04057591623036649,0.1318267419962335,0.2542039821270864
0.0412303664921466,0.1337099811676083,0.25412212130456385
0.0412303664921466,0.1393596986817326,0.2540448880829303
0.04253926701570681,0.1393596986817326,0.2540052174951086
0.04253926701570681,0.14124293785310735,0.2540051241892436
0.04319371727748691,0.14124293785310735,0.25388860953469783
0.04319371727748691,0.1431261770244821,0.25388394646969453
0.04384816753926701,0.1431261770244821,0.25384981614390245
0.04384816753926701,0.14689265536723164,0.2536372067418693
0.04450261780104712,0.14689265536723164,0.25362239342569043
0.04450261780104712,0.1487758945386064,0.2536024090958849
0.046465968586387435,0.1487758945386064,0.25346625931209565
0.046465968586387435,0.15065913370998116,0.25333867140049754
0.047774869109947646,0.15065913370998116,0.2532376683859573
0.047774869109947646,0.15254237288135594,0.25320926917949965
0.04842931937172775,0.15254237288135594,0.25316916405350687
0.04842931937172775,0.1544256120527307,0.25312384010862093
0.05170157068062827,0.1544256120527307,0.2529960258753489
0.05170157068062827,0.160075329566855,0.2528880708840191
0.05301047120418848,0.160075329566855,0.25285793278036733
0.05301047120418848,0.1713747645951036,0.2527011358682075
0.05366492146596859,0.1713747645951036,0.2526992228617189
0.05366492146596859,0.1807909604519774,0.2526802685118011
0.05431937172774869,0.1807909604519774,0.2526511615610155
0.05431937172774869,0.18455743879472694,0.2526384636052775
0.055628272251308904,0.18455743879472694,0.2526285809687579
0.055628272251308904,0.18832391713747645,0.2526209830119761
0.05693717277486911,0.18832391713747645,0.2525842665990791
0.05693717277486911,0.1902071563088512,0.25257475013424313
0.05824607329842932,0.1902071563088512,0.2525602636742989
0.05824607329842932,0.192090395480226,0.2525580990418423
0.058900523560209424,0.192090395480226,0.25255091024586834
0.05955497382198953,0.19397363465160075,0.2525393133409163
0.05955497382198953,0.1958568738229755,0.252534899667818
0.060209424083769635,0.1958568738229755,0.2525325538430087
0.060209424083769635,0.1977401129943503,0.2525201658413186
0.06086387434554974,0.19962335216572505,0.25251496992210365
0.06675392670157068,0.19962335216572505,0.2524739953983622
0.06675392670157068,0.2015065913370998,0.2524721848881403
0.06871727748691099,0.2015065913370998,0.25246103155564564
0.06871727748691099,0.2128060263653484,0.25242445147114523
0.07068062827225131,0.2128060263653484,0.25241548150983134
0.07068062827225131,0.21468926553672316,0.2524125525030329
0.07133507853403141,0.21468926553672316,0.2524110629123302
0.07133507853403141,0.2222222222222222,0.2523929820058467
0.07329842931937172,0.2222222222222222,0.2523861152219645
0.07329842931937172,0.224105461393597,0.25238020972248504
0.07526178010471204,0.224105461393597,0.2523735668322842
0.07526178010471204,0.22598870056497175,0.25237087215612203
0.07722513089005235,0.22598870056497175,0.25236728933676905
0.07722513089005235,0.2278719397363465,0.25236507476047265
0.07787958115183247,0.2278719397363465,0.25236444951466597
0.07787958115183247,0.2297551789077213,0.2523614963357162
0.07853403141361257,0.23163841807909605,0.25235936220466515
0.07918848167539266,0.23163841807909605,0.2523590426259459
0.07918848167539266,0.2335216572504708,0.2523563400639815
0.07984293193717278,0.2335216572504708,0.25235633499521304
0.07984293193717278,0.23540489642184556,0.2523563303849135
0.08049738219895287,0.23540489642184556,0.25235578319414126
0.08049738219895287,0.23728813559322035,0.2523555628275027
0.0824607329842932,0.23728813559322035,0.2523483288441802
0.0824607329842932,0.2391713747645951,0.2523436274692312
0.0831151832460733,0.2391713747645951,0.25234313802437297
0.0831151832460733,0.24105461393596986,0.2523416913842856
0.08507853403141362,0.24105461393596986,0.2523363071876425
0.08507853403141362,0.24293785310734464,0.25233628661755675
